Address Number,Alpha Name,Or Ty,Contract Number,Fund ,Fund,Cst Ctr / Job,Cost Center / Job,Obj Acct,Obj Account Description,2nd Item Number,2nd Item Number,Extended Price,Amount Received,Amount Open
157471,GRACIANO CORP.,OS,50778,40015,Project Fund 2015 Bond Issue,  4022003513,"WALL, STEP AND FENCE PROGRAM",54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","106,894.13","83,754.51",0.00
320459,SOF SURFACES INC,OS,495040,40015,Project Fund 2015 Bond Issue,  4026746212,MANCHESTER FIELD,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","65,202.98","64,311.55",0.00
147344,VIGLIOTTI LANDSCAPING & CONSTRUCTION,OS,50496,40015,Project Fund 2015 Bond Issue,  4024100213,PLAY AREA IMPROVEMENT,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","29,497.50","29,497.50",0.00
85007,JEFFREY ASSOCIATES,OS,51366,40015,Project Fund 2015 Bond Issue,  4024500015,PARK RECONSTRUCTION,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","6,406.00","4,771.00",0.00
7706,ALLEGHENY CITY ELECTRIC,OS,50153,26010,CDBG FUND,  4067348110,BALLFIELD LIGHTING,58101,GRANTS,5083,03F.CDBG,"20,586.76","19,563.26",0.00
157471,GRACIANO CORP.,OS,50778,26010,CDBG FUND,  4022003513,"WALL, STEP AND FENCE PROGRAM",58101,GRANTS,1419,"MAINT. ,REPAIR &  OPERATIONAL","45,996.50","45,996.50",0.00
107576,"PLAVCHAK CONSTRUCTION CO., INC.",OS,50506,40015,Project Fund 2015 Bond Issue,  4024500013,PARK RECONSTRUCTION PROGRAM,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","4,641.73",0.00,0.00
7370,POWELL MECHANICAL,OS,51061,26010,CDBG FUND,  4026750015,FACILITY IMPROVEMENTS,58101,GRANTS,5078,03A.CDBG,"19,550.00","16,368.32",0.00
320459,SOF SURFACES INC,OS,495040,40015,Project Fund 2015 Bond Issue,  4026746212,MANCHESTER FIELD,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","1,050.64","1,050.64",0.00
320459,SOF SURFACES INC,OS,50564,40014,2014 PAYGO,  4045000130,PARK RECONSTRUCTION PROG - EC,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","12,887.55",0.00,0.00
85007,JEFFREY ASSOCIATES,OS,494928,40012,Project Fund-2012 Bond,  4024100212,PLAY AREA IMPROVEMENT,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","7,455.22","7,455.22",0.00
85007,JEFFREY ASSOCIATES,OS,494928,26010,CDBG FUND,  4024100212,PLAY AREA IMPROVEMENT,58101,GRANTS,5083,03F.CDBG,"17,753.78","17,753.78",0.00
802,ALLEGHENY FENCE CONSTRUCTION CO,OS,51118,40015,Project Fund 2015 Bond Issue,  4024500013,PARK RECONSTRUCTION PROGRAM,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","8,948.00","8,705.00",0.00
107576,"PLAVCHAK CONSTRUCTION CO., INC.",OS,51175,40015,Project Fund 2015 Bond Issue,  4024500015,PARK RECONSTRUCTION,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","74,787.38","72,305.61",0.00
147344,VIGLIOTTI LANDSCAPING & CONSTRUCTION,OS,50496,40015,Project Fund 2015 Bond Issue,  4024100213,PLAY AREA IMPROVEMENT,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","3,507.50","3,507.50",0.00
147344,VIGLIOTTI LANDSCAPING & CONSTRUCTION,OS,50496,40015,Project Fund 2015 Bond Issue,  4024100213,PLAY AREA IMPROVEMENT,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","3,910.00","3,910.00",0.00
85007,JEFFREY ASSOCIATES,OS,51366,40012,Project Fund-2012 Bond,  4024500015,PARK RECONSTRUCTION,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","11,525.00",0.00,0.00
85007,JEFFREY ASSOCIATES,OS,51366,40015,Project Fund 2015 Bond Issue,  4024500015,PARK RECONSTRUCTION,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","4,327.00","4,327.00",0.00
85007,JEFFREY ASSOCIATES,OS,494928,40015,Project Fund 2015 Bond Issue,  4024100212,PLAY AREA IMPROVEMENT,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","5,538.00","5,538.00",0.00
85007,JEFFREY ASSOCIATES,OS,494928,40015,Project Fund 2015 Bond Issue,  4024100212,PLAY AREA IMPROVEMENT,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","35,114.00","35,114.00",0.00
85007,JEFFREY ASSOCIATES,OS,494928,40015,Project Fund 2015 Bond Issue,  4024100212,PLAY AREA IMPROVEMENT,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","37,704.00","37,704.00",0.00
7706,ALLEGHENY CITY ELECTRIC,OS,50720,40011,CAPITAL PROJECTS - 2006 BOND,  4067348120,BALLFIELD LIGHTING,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","6,441.65","4,823.81",0.00
281287,HITACHI DATA SYSTEMS,OS,51744,11101,GENERAL FUND,      103000,INNOVATION & PERFORMANCE,53509,COMPUTER MAINTANACE,6818,MONITOR & CAMERA,"195,000.00","195,000.00",0.00
169594,"WESTERN PARTNERS, LTD.",OS,42275,11101,GENERAL FUND,      121000,FINANCE - BPFAS,54501,LAND & BUILDINGS,561000,REPAIRS,"115,441.67","115,441.67",0.00
6046,GARFIELD JUBILEE ASSOCIATION INC.,OS,51692,26010,CDBG FUND,  0123279110,POISE FOUNDATION- HOPE FUND,58101,GRANTS,5104,05D.CDBG,"10,000.00","10,000.00",0.00
321914,YMCA OF PITTSBURGH- HAZELWOOD BRANCH,OS,51696,26010,CDBG FUND,  0221351150,YMCA HAZELWOOD,58101,GRANTS,5100,05.CDBG,"2,500.00","2,500.00",0.00
288198,GARLAND/DBS INC.,OS,51180,26010,CDBG FUND,  4026750015,FACILITY IMPROVEMENTS,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","32,268.78","32,268.78",0.00
288198,GARLAND/DBS INC.,OS,51180,26010,CDBG FUND,  4026750015,FACILITY IMPROVEMENTS,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","19,234.22","19,234.22",0.00
288198,GARLAND/DBS INC.,OS,51180,26010,CDBG FUND,  4026750015,FACILITY IMPROVEMENTS,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","39,832.00","39,832.00",0.00
5947,HILL HOUSE ASSOCIATION,OS,51694,26010,CDBG FUND,  0221183150,HILL HOUSE ASSOCIATION,58101,GRANTS,5101,05A.CDBG,"5,000.00","5,000.00",0.00
321913,YMCA OF PITTSBURGH- CENTRE AVE. BRANCH,OS,51697,26010,CDBG FUND,  0229806150,YMCA CENTRE AVE,58101,GRANTS,5100,05.CDBG,"2,500.00","2,500.00",0.00
322196,YMCA OF PITTSBURGH- HOMEWOOD BRANCH,OS,51698,26010,CDBG FUND,  0223082150,YMCA HOMEWOOD,58101,GRANTS,5100,05.CDBG,"2,500.00","2,500.00",0.00
195893,EAST END COOPERATIVE MINISTRY/ORR,OS,51699,26020,EMERGENCY SHELTERS PROG TF,  1125015150,EMERGENCY SHELTER - 2015,58101,GRANTS,1637,HOMELESS PREVENTION,"145,000.00","145,000.00",0.00
253526,JEWISH ASSN. ON AGING,OS,51700,26010,CDBG FUND,  0123191150,JEWISH ASSOCIATION ON AGING,58101,GRANTS,5101,05A.CDBG,"6,500.00","6,500.00",0.00
173104,"PRY, RICHARD, Ph. D.",OS,51715,11101,GENERAL FUND,      109000,PERSONNEL/CIVIL SERVICE,53901,PROFESSIONAL SERVICES - CONVER,1156,CONSULTING SERVICES,"13,500.00","13,500.00",0.00
165219,"GORECZNY, ANTHONY J., Ph. D.",OS,51716,11101,GENERAL FUND,      109000,PERSONNEL/CIVIL SERVICE,53901,PROFESSIONAL SERVICES - CONVER,1156,CONSULTING SERVICES,"19,980.00","19,845.00",0.00
64131,"EXECUCORE, INC.",OS,51720,11101,GENERAL FUND,      109000,PERSONNEL/CIVIL SERVICE,53901,PROFESSIONAL SERVICES - CONVER,1156,CONSULTING SERVICES,"12,960.00","12,780.00",0.00
85007,JEFFREY ASSOCIATES,OS,494928,26010,CDBG FUND,  4024100212,PLAY AREA IMPROVEMENT,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","8,612.00","8,612.00",0.00
157471,GRACIANO CORP.,OS,50778,40015,Project Fund 2015 Bond Issue,  4022003513,"WALL, STEP AND FENCE PROGRAM",54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","9,000.00",0.00,0.00
85007,JEFFREY ASSOCIATES,OS,494928,26010,CDBG FUND,  4024100212,PLAY AREA IMPROVEMENT,58101,GRANTS,5083,03F.CDBG,"44,861.00",0.00,0.00
70058,"GENERAL RECREATION, INC.",OS,495357,40014,2014 PAYGO,  4024500011,PARK RECONSTRUCTION PROG- EC,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","16,245.00","16,245.00",0.00
85007,JEFFREY ASSOCIATES,OS,494928,40015,Project Fund 2015 Bond Issue,  4024100212,PLAY AREA IMPROVEMENT,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","40,663.69",0.00,0.00
147344,VIGLIOTTI LANDSCAPING & CONSTRUCTION,OS,50496,40015,Project Fund 2015 Bond Issue,  4024100213,PLAY AREA IMPROVEMENT,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","16,514.00","16,514.00",0.00
147344,VIGLIOTTI LANDSCAPING & CONSTRUCTION,OS,50496,40015,Project Fund 2015 Bond Issue,  4024100213,PLAY AREA IMPROVEMENT,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","9,302.03","9,302.03",0.00
147344,VIGLIOTTI LANDSCAPING & CONSTRUCTION,OS,50496,40014,2014 PAYGO,  4024100213,PLAY AREA IMPROVEMENT,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","11,915.47","11,915.47",0.00
324507,FRANK J. ZOTTOLA CONSTRUCTION,OS,51593,40015,Project Fund 2015 Bond Issue,  4026737614,GREENFIELD BRIDGE,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","8,000.00","8,000.00",0.00
290781,BAIANO CONSTRUCTION INC.,OS,51208,26010,CDBG FUND,  4024500015,PARK RECONSTRUCTION,58101,GRANTS,5088,03K.CDBG,"36,500.00","36,500.00",0.00
802,ALLEGHENY FENCE CONSTRUCTION CO,OS,49483,40015,Project Fund 2015 Bond Issue,  4424573303,LINCOLN PLACE REC. CENTER,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","14,101.00",0.00,0.00
802,ALLEGHENY FENCE CONSTRUCTION CO,OS,51118,40015,Project Fund 2015 Bond Issue,  4024500013,PARK RECONSTRUCTION PROGRAM,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","14,618.00","14,618.00",0.00
147344,VIGLIOTTI LANDSCAPING & CONSTRUCTION,OS,50496,26010,CDBG FUND,  4024100213,PLAY AREA IMPROVEMENT,58101,GRANTS,5088,03K.CDBG,"69,289.78","69,289.78",0.00
89558,JOHN WEINSTEIN,OS,49192,11101,GENERAL FUND,      107000,FINANCE,53509,COMPUTER MAINTANACE,5026,JDE ERP HELP&SUPPORT SERVICES,"25,465.75","25,465.75",0.00
94709,KJ JOHNSTON LTD,OS,50503,40015,Project Fund 2015 Bond Issue,  4022700313,BUILDING MAINTENANCE PROGRAM,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","5,000.00","5,000.00",0.00
85007,JEFFREY ASSOCIATES,OS,494928,40015,Project Fund 2015 Bond Issue,  4024100212,PLAY AREA IMPROVEMENT,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","2,714.00","2,714.00",0.00
85007,JEFFREY ASSOCIATES,OS,494928,40015,Project Fund 2015 Bond Issue,  4024100212,PLAY AREA IMPROVEMENT,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","1,931.00","1,931.00",0.00
7706,ALLEGHENY CITY ELECTRIC,OS,50153,40012,Project Fund-2012 Bond,  4067348110,BALLFIELD LIGHTING,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","18,378.00",0.00,0.00
290781,BAIANO CONSTRUCTION INC.,OS,51208,40012,Project Fund-2012 Bond,  4024500015,PARK RECONSTRUCTION,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","47,833.98",0.00,0.00
802,ALLEGHENY FENCE CONSTRUCTION CO,OS,51118,40011,CAPITAL PROJECTS - 2006 BOND,  4024500013,PARK RECONSTRUCTION PROGRAM,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","2,074.00","2,074.00",0.00
288198,GARLAND/DBS INC.,OS,51180,26010,CDBG FUND,  4026750015,FACILITY IMPROVEMENTS,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","1,140.00","1,140.00",0.00
802,ALLEGHENY FENCE CONSTRUCTION CO,OS,51118,40014,2014 PAYGO,  4024500013,PARK RECONSTRUCTION PROGRAM,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","66,240.00","41,288.00",0.00
288198,GARLAND/DBS INC.,OS,51180,26010,CDBG FUND,  4026750015,FACILITY IMPROVEMENTS,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","2,759.94","2,759.94",0.00
245981,PASHEK ASSOCIATES,OS,50679,40015,Project Fund 2015 Bond Issue,  4026739913,ARCHITECTURAL ENGINEERING SERV,54205,ENGINEERING,1419,"MAINT. ,REPAIR &  OPERATIONAL","10,146.24","10,146.24",0.00
302,GOODWILL OF SOUTHWESTERN PENNSYLVANIA,OS,51380,23000,JTPA,  1090230000,JTPA,58101,GRANTS,5048,GRANT -JOB DEVELOPMENT,"34,146.77","27,190.71",0.00
309868,"AQUATIC RENOVATION SYSTEMS, INC.",OS,51668,40015,Project Fund 2015 Bond Issue,  4024200016,SWIMMING POOL REHABILITATION,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL",149.00,149.00,0.00
309868,"AQUATIC RENOVATION SYSTEMS, INC.",OS,51668,40015,Project Fund 2015 Bond Issue,  4024200016,SWIMMING POOL REHABILITATION,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL",529.20,529.20,0.00
169594,"WESTERN PARTNERS, LTD.",OS,42275,11101,GENERAL FUND,      121000,FINANCE - BPFAS,54501,LAND & BUILDINGS,561000,REPAIRS,"115,441.67","115,441.67",0.00
320459,SOF SURFACES INC,OS,495040,40014,2014 PAYGO,  4026746212,MANCHESTER FIELD,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","12,887.39","12,887.39",0.00
166495,A. FOLINO CONSTRUCTION INC,OS,51148,40015,Project Fund 2015 Bond Issue,  4024500014,PARK RECONSTRUCTION PROGRAM,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","28,697.34","28,697.34",0.00
802,ALLEGHENY FENCE CONSTRUCTION CO,OS,51118,40015,Project Fund 2015 Bond Issue,  4024500013,PARK RECONSTRUCTION PROGRAM,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","5,272.00","4,485.20",0.00
147344,VIGLIOTTI LANDSCAPING & CONSTRUCTION,OS,50496,40015,Project Fund 2015 Bond Issue,  4024100213,PLAY AREA IMPROVEMENT,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","6,497.50","6,267.50",0.00
802,ALLEGHENY FENCE CONSTRUCTION CO,OS,51118,40015,Project Fund 2015 Bond Issue,  4024500013,PARK RECONSTRUCTION PROGRAM,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","4,792.00","3,812.00",0.00
253033,STALEY COMMUNICATIONS INC,OS,48363,40015,Project Fund 2015 Bond Issue,  2126747713,PUBLIC SAFETY RADIO REPLACEMEN,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","21,692.72","21,692.72",0.00
309868,"AQUATIC RENOVATION SYSTEMS, INC.",OS,50165,40015,Project Fund 2015 Bond Issue,  4024200014,POOL REHABILITATION,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","42,989.50","42,989.50",0.00
94709,KJ JOHNSTON LTD,OS,50503,40015,Project Fund 2015 Bond Issue,  4022700313,BUILDING MAINTENANCE PROGRAM,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","15,232.67","15,232.67",0.00
157471,GRACIANO CORP.,OS,50778,40015,Project Fund 2015 Bond Issue,  4022003513,"WALL, STEP AND FENCE PROGRAM",53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","56,734.46","56,734.46",0.00
85007,JEFFREY ASSOCIATES,OS,51366,40015,Project Fund 2015 Bond Issue,  4024500015,PARK RECONSTRUCTION,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","25,106.50","25,106.50",0.00
7370,POWELL MECHANICAL,OS,50841,40015,Project Fund 2015 Bond Issue,  4026750014,BUILDING IMPROVEMENTS PLAN,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","6,007.31","6,007.31",0.00
85007,JEFFREY ASSOCIATES,OS,494928,40015,Project Fund 2015 Bond Issue,  4024100212,PLAY AREA IMPROVEMENT,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","63,062.00","63,062.00",0.00
85007,JEFFREY ASSOCIATES,OS,494928,40015,Project Fund 2015 Bond Issue,  4024100212,PLAY AREA IMPROVEMENT,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","38,653.00","38,653.00",0.00
249391,COMMUNITY HUMAN SVCS./OAKLAND BUSINESS,OS,51726,26010,CDBG FUND,  0223124150,OAKLAND BUSINESS IMPROVEMENT D,58101,GRANTS,5169,05V.CDBG,"2,500.00","2,500.00",0.00
249391,COMMUNITY HUMAN SVCS./OAKLAND BUSINESS,OS,51726,26010,CDBG FUND,  0223124150,OAKLAND BUSINESS IMPROVEMENT D,58101,GRANTS,5169,05V.CDBG,"6,000.00","6,000.00",0.00
63714,EAST LIBERTY DEVELOPMENT INC,OS,51731,29040,GRANTS FUND,  0229400171,PEOPLE'S GAS 2015 LYB,58101,GRANTS,566000,GRANTS,"1,000.00","1,000.00",0.00
345252,STANTON HEIGHTS NEIGHBORHOOD ASSN.,OS,51737,29040,GRANTS FUND,  0229400171,PEOPLE'S GAS 2015 LYB,58101,GRANTS,566000,GRANTS,"1,000.00","1,000.00",0.00
344583,NORTHSIDE LEADERERSHIP CONF./SHEPTYTSKY,OS,51727,26010,CDBG FUND,  0130088140,NLC SHEPETSKY ARMS,58101,GRANTS,5104,05D.CDBG,"3,000.00","3,000.00",0.00
316937,REBUILDING TOGETHER PITTSBURGH,OS,51736,26010,CDBG FUND,  0123307150,REBUILDING TOGETHER PITTSBURGH,58101,GRANTS,5101,05A.CDBG,"5,000.00","5,000.00",0.00
316937,REBUILDING TOGETHER PITTSBURGH,OS,51736,26010,CDBG FUND,  0123307150,REBUILDING TOGETHER PITTSBURGH,58101,GRANTS,5101,05A.CDBG,"5,000.00","5,000.00",0.00
223781,MERCY LIFE CENTER CORP. d/b/a MERCY,OS,51745,26020,EMERGENCY SHELTERS PROG TF,  1125015150,EMERGENCY SHELTER - 2015,58101,GRANTS,1637,HOMELESS PREVENTION,"15,000.00","15,000.00",0.00
181700,"AFRO-AMERICAN MUSIC INSTITUTE, INC.",OS,51746,26010,CDBG FUND,  0123279140,POISE FOUNDATION- HOPE FUND,58101,GRANTS,5104,05D.CDBG,"14,600.00","14,600.00",0.00
286878,"CYCOM DATA SYSTEMS, INC.",OS,51758,11101,GENERAL FUND,      108000,LAW,53509,COMPUTER MAINTANACE,5021,SOFTWARE LICENSE & PRODUCT,"11,124.00","11,124.00",0.00
92623,GREATER PITTSBURGH COMMUNITY FOOD BANK,OS,51435,26010,CDBG FUND,  0167146150,GREATER PITTSBURGH COMMUNITY F,58101,GRANTS,5170,05W.CDBG,"27,000.00","27,000.00",0.00
92623,GREATER PITTSBURGH COMMUNITY FOOD BANK,OS,51435,26010,CDBG FUND,  0167146150,GREATER PITTSBURGH COMMUNITY F,58101,GRANTS,5170,05W.CDBG,"27,121.09","27,121.09",0.00
92623,GREATER PITTSBURGH COMMUNITY FOOD BANK,OS,51435,26010,CDBG FUND,  0167146150,GREATER PITTSBURGH COMMUNITY F,58101,GRANTS,5170,05W.CDBG,"2,000.00","2,000.00",0.00
92623,GREATER PITTSBURGH COMMUNITY FOOD BANK,OS,51435,26010,CDBG FUND,  0167146150,GREATER PITTSBURGH COMMUNITY F,58101,GRANTS,5170,05W.CDBG,"2,000.00","2,000.00",0.00
278617,"SSM INDUSTRIES, INC.",OS,50896,40014,2014 PAYGO,  5026719313,SWIMMING POOL MAINTENANCE,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","50,000.00","44,416.58",0.00
320459,SOF SURFACES INC,OS,495040,40015,Project Fund 2015 Bond Issue,  4026746212,MANCHESTER FIELD,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","27,432.86","27,432.86",0.00
5926,"MICHAEL FACCHIANO CONTRACTING, INC.",OS,51260,26010,CDBG FUND,  4031011130,BRIDGE REPAIRS,58101,GRANTS,5088,03K.CDBG,"5,472.76","5,472.76",0.00
85007,JEFFREY ASSOCIATES,OS,51366,26010,CDBG FUND,  4024500015,PARK RECONSTRUCTION,58101,GRANTS,5083,03F.CDBG,"1,115.00","1,115.00",0.00
664,URBAN REDEVELOPMENT AUTHORITY,OS,33531,11101,GENERAL FUND,      121000,FINANCE - BPFAS,54501,LAND & BUILDINGS,561000,REPAIRS,"5,406.18","5,406.18",0.00
77695,TRAFFIC CONTROL PRODUCTS INC,OS,495787,40015,Project Fund 2015 Bond Issue,  4026711116,AUDIBLE TRAFFIC SIGNALS,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","6,910.00","6,910.00",0.00
65857,TRAFFIC PARTS INC.,OS,51251,40015,Project Fund 2015 Bond Issue,  4026711116,AUDIBLE TRAFFIC SIGNALS,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","2,090.32","2,090.32",0.00
304012,TRASTAR INC,OS,495795,40015,Project Fund 2015 Bond Issue,  4026711116,AUDIBLE TRAFFIC SIGNALS,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL",832.00,832.00,0.00
30283,"PATH MASTER, INC.",OS,495808,40015,Project Fund 2015 Bond Issue,  4026711116,AUDIBLE TRAFFIC SIGNALS,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","4,720.00","4,720.00",0.00
160606,"A. MERANTE CONTRACTING, INC.",OS,50579,40015,Project Fund 2015 Bond Issue,  4024500015,PARK RECONSTRUCTION,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","6,200.00","6,200.00",0.00
156048,SARGENT ELECTRIC,OS,51237,40015,Project Fund 2015 Bond Issue,  4020060130,DISABLED & PUB SIDEWALK - EC,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","9,307.31","9,307.31",0.00
290781,BAIANO CONSTRUCTION INC.,OS,51208,40015,Project Fund 2015 Bond Issue,  4024500015,PARK RECONSTRUCTION,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","9,851.21","9,851.21",0.00
290781,BAIANO CONSTRUCTION INC.,OS,51208,40015,Project Fund 2015 Bond Issue,  4024500015,PARK RECONSTRUCTION,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","22,901.76","22,901.76",0.00
290781,BAIANO CONSTRUCTION INC.,OS,51208,40015,Project Fund 2015 Bond Issue,  4024500015,PARK RECONSTRUCTION,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","10,000.00","10,000.00",0.00
290781,BAIANO CONSTRUCTION INC.,OS,51208,40015,Project Fund 2015 Bond Issue,  4024500015,PARK RECONSTRUCTION,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","50,000.00","45,784.67",0.00
89558,JOHN WEINSTEIN,OS,49192,11101,GENERAL FUND,      107000,FINANCE,53509,COMPUTER MAINTANACE,5026,JDE ERP HELP&SUPPORT SERVICES,"29,153.75","29,153.75",0.00
352284,PLAZA AT GRANDVIEW OWNER'S ASSN.,OS,51772,11101,GENERAL FUND,      103000,INNOVATION & PERFORMANCE,53509,COMPUTER MAINTANACE,533220,COMPUTER MAINTENANCE,"20,500.00","20,500.00",0.00
172195,"FUND FOR CITIES OF SERVICE, INC.",OS,51773,29040,GRANTS FUND,  0329400166,RESILIENCE AMERICORPS,53509,COMPUTER MAINTANACE,1456,"SECURITY EQUIPMENT, SYSTEMS AN","24,621.00",0.00,0.00
62412,STANDARD HOLDING COMPANY,OS,49448,11101,GENERAL FUND,      230000,PS - POLICE BUREAU,54501,LAND & BUILDINGS,561950,RENT-WAREHOUSE,"5,000.00","5,000.00",0.00
314413,"CARTEGRAPH SYSTEMS, INC.",OS,51785,11101,GENERAL FUND,      420000,PW- BUREAU OF PW OPERATIONS,53509,COMPUTER MAINTANACE,1349,INFORMATION TECHNOLOGY,"143,400.00","143,400.00",0.00
7706,ALLEGHENY CITY ELECTRIC,OS,50720,40015,Project Fund 2015 Bond Issue,  4067348120,BALLFIELD LIGHTING,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","2,712.50","2,712.50",0.00
7706,ALLEGHENY CITY ELECTRIC,OS,50720,40015,Project Fund 2015 Bond Issue,  4067348120,BALLFIELD LIGHTING,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","1,387.50","1,387.50",0.00
7706,ALLEGHENY CITY ELECTRIC,OS,50720,40014,2014 PAYGO,  4067348120,BALLFIELD LIGHTING,54201,MAINTENANCE,1419,"MAINT. ,REPAIR &  OPERATIONAL","13,445.60","13,445.60",0.00
160606,"A. MERANTE CONTRACTING, INC.",OS,51575,40015,Project Fund 2015 Bond Issue,  4026900116,STREET RESURFACING,54201,MAINTENANCE,1419,"MAINT. ,REPAIR &  OPERATIONAL","24,312.00",0.00,0.00
290781,BAIANO CONSTRUCTION INC.,OS,51208,40015,Project Fund 2015 Bond Issue,  4024500015,PARK RECONSTRUCTION,54207,CONSTRUCTION,1419,"MAINT. ,REPAIR &  OPERATIONAL","12,112.06",0.00,0.00
62412,STANDARD HOLDING COMPANY,OS,49448,11101,GENERAL FUND,      230000,PS - POLICE BUREAU,54501,LAND & BUILDINGS,561950,RENT-WAREHOUSE,"5,000.00","5,000.00",0.00
324507,FRANK J. ZOTTOLA CONSTRUCTION,OS,51593,40011,CAPITAL PROJECTS - 2006 BOND,  4026737614,GREENFIELD BRIDGE,53701,REPAIRS,1419,"MAINT. ,REPAIR &  OPERATIONAL","127,710.10","127,033.30",0.00
