Contract Type,Agreement #,JDE Vendor #,Submitting Department/Division,Vendor Name,Start Date,End Date,Executive Action #,Box #,Transaction Type,Year,Requestor Email,Contract Status,OK to Show Web
OU,178769,1090305,COURT OF COMMON PLEAS,UPMC PRESBYTERIAN SHADYSIDE DB,7/1/2015,6/30/2016,5552-15,263,,,,CONTRACT REVIEW,Y
OU,179014,1104047,HEALTH,RAND CORPORATION,7/1/2015,6/30/2016,6151-15,263,,,,CONTRACT REVIEW,Y
OU,179074,99999999,COURT OF COMMON PLEAS,TREASURER OF ALLEGHENY COUNTY,7/1/2015,6/30/2016,6/30/2016,263,,,,CONTRACT REVIEW,Y
OU,179085,848429,PUBLIC WORKS OPERATING,ALLEGHENY CITY ELECTRIC INC,7/1/2015,6/30/2017,6/30/2017,263,,,,CONTRACT REVIEW,Y
OU,178769,1090305,COURT OF COMMON PLEAS,UPMC PRESBYTERIAN SHADYSIDE DB,7/1/2015,6/30/2016,5552-15,263,,,,CONTRACT REVIEW,Y
OU,178976,129886,HUMAN SERVICES,MITCHELL JANET,7/1/2015,6/30/2016,5914-15,263,,,,CONTRACT REVIEW,Y
OU,178937,124477,HUMAN SERVICES,CHILDRENS HOSPITAL OF PGH,7/1/2015,6/30/2016,6115-15,263,,,,CONTRACT REVIEW,Y
OU,178939,1031129,HUMAN SERVICES,YOUTH ADVOCATE PROGRAMS INC,7/1/2015,6/30/2016,6079-15,263,,,,CONTRACT REVIEW,Y
OU,178927,135184,HUMAN SERVICES,PA ORGANIZATION/WOMEN,7/1/2015,6/30/2016,6051-15,263,,,,CONTRACT REVIEW,Y
OU,178854,127508,HUMAN SERVICES,FIRST CHOICE ANSWERING SERVICE,7/1/2015,6/30/2016,6213-15,263,,,,CONTRACT REVIEW,Y
OU,178972,123236,HUMAN SERVICES,BETHANY CHRISTIAN SERVICE,7/1/2015,6/30/2016,6115-15,263,,,,CONTRACT REVIEW,Y
OU,178971,141225,HUMAN SERVICES,ALLEGHENY VALLEY ASSOC OF CHUR,7/1/2015,6/30/2016,6116-15,263,,,,CONTRACT REVIEW,Y
OU,178974,127325,HUMAN SERVICES,EVERY CHILD INC,7/1/2015,6/30/2016,6134-15,263,,,,CONTRACT REVIEW,Y
OU,178977,128480,HUMAN SERVICES,GUARDIAN ANGEL AMBULANCE,7/1/2015,6/30/2016,6048-15,263,,,,CONTRACT REVIEW,Y
OU,178982,1452830,HUMAN SERVICES,BURLINGTON COAT FACTORY WAREHO,7/1/2015,6/30/2016,6196-15,263,,,,CONTRACT REVIEW,Y
OU,178975,1490071,HUMAN SERVICES,SRS GROUP LLC,7/1/2015,6/30/2016,5966-15,263,,,,CONTRACT REVIEW,Y
OU,178948,134249,HUMAN SERVICES,MT ARARAT COMMUNITY ACTIVITY C,7/1/2015,6/30/2016,6078-15,263,,,,CONTRACT REVIEW,Y
OU,178875,1487728,ECONOMIC DEVELOPMENT,THE RESIDENCE AT WOOD STREET,7/1/2015,6/30/2016,6184-15,263,,,,CONTRACT REVIEW,Y
OU,178895,141225,ECONOMIC DEVELOPMENT,ALLEGHENY VALLEY ASSOC OF CHUR,7/1/2015,6/30/2016,6227-15,263,,,,CONTRACT REVIEW,Y
OU,178921,134590,HUMAN SERVICES,NATIONAL COUNCIL OF JEWISH WOM,7/1/2015,6/30/2016,6104-15,263,,,,CONTRACT REVIEW,Y
OU,178907,124618,FACILITIES MANAGEMENT,CINTAS CORPORATION,7/1/2015,6/30/2017,5997-15,263,,,,CONTRACT REVIEW,Y
OU,178966,137754,HUMAN SERVICES,SALVATION ARMY,7/1/2015,6/30/2016,6115-15,263,,,,CONTRACT REVIEW,Y
OU,178929,126012,ECONOMIC DEVELOPMENT,CENTER FOR VICTIMS,7/1/2015,6/30/2016,6035-15,263,,,,CONTRACT REVIEW,Y
OU,178985,126564,HUMAN SERVICES,EAST END CO-OP MINISTRY,7/1/2015,6/30/2016,6052-15,263,,,,CONTRACT REVIEW,Y
OU,178980,136213,HUMAN SERVICES,PRIMARY CARE HEALTH,7/1/2015,6/30/2016,6078-15,263,,,,CONTRACT REVIEW,Y
OU,178981,139563,HUMAN SERVICES,THREE RIVERS YOUTH,7/1/2015,6/30/2016,6209-15,263,,,,CONTRACT REVIEW,Y
OU,178983,121563,HUMAN SERVICES,ACTION HOUSING  INC,7/1/2015,6/30/2016,6115-15,263,,,,CONTRACT REVIEW,Y
OU,178909,777915,HUMAN SERVICES,NAOMIS PLACE TRANSITIONAL HOU,7/1/2015,6/30/2016,6116-15,263,,,,CONTRACT REVIEW,Y
OU,178923,139860,HUMAN SERVICES,TURTLE CREEK VALLEY MH/MR,7/1/2015,6/30/2016,,263,,,,CONTRACT REVIEW,Y
OU,178969,121791,HUMAN SERVICES,ALLEGHENY COUNTY COMMUNITY COL,7/1/2015,6/30/2016,6052-15,263,,,,CONTRACT REVIEW,Y
OU,178970,1830289,HUMAN SERVICES,SPENCER DOUGLAS R,7/1/2015,6/30/2016,6196-15,263,,,,CONTRACT REVIEW,Y
OU,178901,139762,HUMAN SERVICES,TRAVELERS AID SOCIETY OF PITTS,7/1/2015,6/30/2016,6052-15,263,,,,CONTRACT REVIEW,Y
OU,178984,121967,HUMAN SERVICES,ALLEGHENY SINGER RESEARCH INST,7/1/2015,6/30/2016,6133-15,263,,,,CONTRACT REVIEW,Y
OU,178856,133696,HUMAN SERVICES,UPMC MERCY,7/1/2015,6/30/2016,6079-15,262,,,,CONTRACT REVIEW,Y
OU,178859,125103,HUMAN SERVICES,COUNCIL THREE RIVERS,7/1/2015,6/30/2016,6117-15,262,,,,CONTRACT REVIEW,Y
OU,178858,124934,HUMAN SERVICES,COMMUNITY LIVING AND,7/1/2015,6/30/2016,6149-15,262,,,,CONTRACT REVIEW,Y
OU,178857,127385,HUMAN SERVICES,FAMILY SERVICES OF W  PA,7/1/2015,6/30/2016,6087-15,262,,,,CONTRACT REVIEW,Y
OU,178712,1551872,HUMAN SERVICES,PROJECT DESTINY INC,7/1/2015,6/30/2016,6115-15,262,,,,CONTRACT REVIEW,Y
OU,178621,845845,HUMAN SERVICES,CENTER OF LIFE,7/1/2015,6/30/2016,6051-15,262,,,,CONTRACT REVIEW,Y
OU,178623,930478,HUMAN SERVICES,YOUTH PLACES INC,7/1/2015,6/30/2016,6050-15,262,,,,CONTRACT REVIEW,Y
OU,178686,132352,HUMAN SERVICES,LUTHERAN SERVICE SOCIETY OF WE,7/1/2015,6/30/2016,6134-15,262,,,,CONTRACT REVIEW,Y
OU,178685,123253,HUMAN SERVICES,BETHLEHEM HAVEN,7/1/2015,6/30/2016,6115-15,262,,,,CONTRACT REVIEW,Y
OU,178688,136698,HUMAN SERVICES,RENEWAL  INC,7/1/2015,6/30/2016,6088-15,262,,,,CONTRACT REVIEW,Y
OU,178689,130194,HUMAN SERVICES,JEWISH FAMILY  CHILDRENS SERV,7/1/2015,6/30/2016,6149-15,262,,,,CONTRACT REVIEW,Y
OU,178707,136709,HUMAN SERVICES,RESIDENTIAL CARE SERVICES INC,7/1/2015,6/30/2016,6051-15,262,,,,CONTRACT REVIEW,Y
OU,178709,1930530,HUMAN SERVICES,BROTHERS AND SISTERS EMERGING,7/1/2015,6/30/2016,6095-15,262,,,,CONTRACT REVIEW,Y
OU,178668,131931,HUMAN SERVICES,LIFE'S WORKS OF WESTERN PA,7/1/2015,6/30/2016,6079-15,262,,,,CONTRACT REVIEW,Y
OU,178713,124219,HUMAN SERVICES,CENTER THAT C A R E S,7/1/2015,6/30/2016,6095-15,262,,,,CONTRACT REVIEW,Y
OU,178714,128017,HUMAN SERVICES,CSI CORPORATE SECURITY AND,7/1/2015,6/30/2016,6196-15,262,,,,CONTRACT REVIEW,Y
OU,178739,123629,HUMAN SERVICES,BRIDGE TO INDEPENDENCE,7/1/2015,6/30/2016,6050-15,262,,,,CONTRACT REVIEW,Y
OU,178757,131417,HUMAN SERVICES,KINGSLEY ASSOCIATION,7/1/2015,6/30/2016,6052-15,262,,,,CONTRACT REVIEW,Y
OU,178761,126012,HUMAN SERVICES,CENTER FOR VICTIMS,7/1/2015,6/30/2016,6115-15,262,,,,CONTRACT REVIEW,Y
OU,178687,125075,HUMAN SERVICES,CORNELL ABRAXAS GROUP INC,7/1/2015,6/30/2016,6150-15,262,,,,CONTRACT REVIEW,Y
OU,178693,1821002,HUMAN SERVICES,PENN RESIDENTIAL INC,7/1/2015,6/30/2016,6048-15,262,,,,CONTRACT REVIEW,Y
OU,178717,99999999,HUMAN SERVICES,TREASURER OF ALLEG CO,7/1/2015,6/30/2016,6052-15,262,,,,CONTRACT REVIEW,Y
OU,178724,1119087,HUMAN SERVICES,PREVENTION POINT PITTSBURGH,7/1/2015,6/30/2016,5982-15,262,,,,CONTRACT REVIEW,Y
OU,178729,579968,HUMAN SERVICES,TOWNSHIP OF UPPER ST CLAIR DBA,7/1/2015,6/30/2016,6051-15,262,,,,CONTRACT REVIEW,Y
OU,178696,128200,HUMAN SERVICES,GLADE RUN LUTHERAN SERVICES,7/1/2015,6/30/2016,6196-15,262,,,,CONTRACT REVIEW,Y
OU,178701,594124,HUMAN SERVICES,VALUED RELATIONSHIPS INC,7/1/2015,6/30/2016,5998-15,262,,,,CONTRACT REVIEW,Y
OU,178716,138444,HUMAN SERVICES,SOUTHBRIDGE EMERGENCY MEDICAL,7/1/2015,6/30/2016,6051-15,262,,,,CONTRACT REVIEW,Y
OU,178768,1740685,HUMAN SERVICES,CHASE SUSAN L DBA OPEN MINDS L,7/1/2015,6/30/2016,5926-15,262,,,,CONTRACT REVIEW,Y
OU,178774,131936,HUMAN SERVICES,LIGHT OF LIFE MINISTRIES INC,7/1/2015,6/30/2016,6116-15,262,,,,CONTRACT REVIEW,Y
OU,178743,140168,HUMAN SERVICES,VECTOR SECURITY INC,7/1/2015,6/30/2016,6029-15,262,,,,CONTRACT REVIEW,Y
OJ,178627,2203951,POLICE,WOODBRIDGE PRODUCTIONS INC,7/1/2015,12/31/2015,6177-15,262,,,,CONTRACT REVIEW,Y
OU,178683,1482815,HUMAN SERVICES,WOLFE-ANSELMO GRETCHEN L,7/1/2015,6/30/2016,6018-15,262,,,,CONTRACT REVIEW,Y
OU,178708,865304,HUMAN SERVICES,LANGUAGE SERVICES ASSOCIATES,7/1/2015,6/30/2016,5718-15,262,,,,CONTRACT REVIEW,Y
PI,48540,CITY ONLY,PURCHASING,O'NEIL PRO SOUND,7/1/2015,6/30/2017,,262,,,,CONTRACT REVIEW,Y
OU,178562,1743142,HUMAN SERVICES,CLARK TIMOTHY JAY DBA VIDEO MA,7/1/2015,6/30/2016,6018-15,261,,,,CONTRACT REVIEW,Y
OU,178572,124156,HUMAN SERVICES,CATHOLIC CHARITIES OF THE,7/1/2015,6/30/2016,5925-15,261,,,,CONTRACT REVIEW,Y
OU,178565,136295,HUMAN SERVICES,PROVIDENCE CONNECTIONS  DBA PR,7/1/2015,6/30/2016,6050-15,261,,,,CONTRACT REVIEW,Y
OU,178550,127382,HUMAN SERVICES,FAMILY RESOURCES,7/1/2015,6/30/2016,6116-15,261,,,,CONTRACT REVIEW,Y
OU,178587,134876,HUMAN SERVICES,NORTHERN AREA MULTI-SERVICE CE,7/1/2015,6/30/2016,5927-15,261,,,,CONTRACT REVIEW,Y
OU,178534,136276,HUMAN SERVICES,PROGRAM TO AID CITIZEN ENTERPR,7/1/2015,6/30/2016,6104-15,261,,,,CONTRACT REVIEW,Y
OU,178607,138053,HUMAN SERVICES,SETON CENTER,7/1/2015,6/30/2016,5839-15,261,,,,CONTRACT REVIEW,Y
OU,178615,1432070,HUMAN SERVICES,SOJOURNER HOUSE MOMS,7/1/2015,6/30/2016,6088-15,261,,,,CONTRACT REVIEW,Y
OU,178605,134853,HUMAN SERVICES,NORTH HILLS COMMUNITY OUTREACH,7/1/2015,6/30/2016,6052-15,261,,,,CONTRACT REVIEW,Y
OU,178547,121938,HUMAN SERVICES,MILESTONE CENTERS INC,7/1/2015,6/30/2016,6149-15,261,,,,CONTRACT REVIEW,Y
OU,178579,135776,HUMAN SERVICES,PERSAD CENTER INC,7/1/2015,6/30/2016,6209-15,261,,,,CONTRACT REVIEW,Y
OU,178556,1973760,HUMAN SERVICES,BIBLE CENTER CHURCH INC,7/1/2015,6/30/2016,6115-15,261,,,,CONTRACT REVIEW,Y
OU,178584,124929,ECONOMIC DEVELOPMENT,COMMUNITY HUMAN SERVICES CORP,7/1/2015,6/30/2016,6036-15,261,,,,CONTRACT REVIEW,Y
OU,178574,1480985,HUMAN SERVICES,INFORMATION AGE TECHNOLOGIES I,7/1/2015,6/30/2016,5998-15,261,,,,CONTRACT REVIEW,Y
OU,178591,1147959,HUMAN SERVICES,WIRELESS NEIGHBORHOODS,7/1/2015,6/30/2016,5951-15,261,,,,CONTRACT REVIEW,Y
OU,178612,122035,HUMAN SERVICES,CONTACT ONE COMMUNICATIONS,7/1/2015,6/30/2016,5784-15,261,,,,CONTRACT REVIEW,Y
OU,178532,128387,HUMAN SERVICES,GREATER PGH COMMUNITY FOOD BAN,7/1/2015,6/30/2016,5982-15,261,,,,CONTRACT REVIEW,Y
OU,178533,99999999,HUMAN SERVICES,TREASURER OF ALLEG CO,7/1/2015,6/30/2016,6116-15,261,,,,CONTRACT REVIEW,Y
OU,178544,139166,HUMAN SERVICES,CHILDRENS INSTITUTE OF PITTSBU,7/1/2015,6/30/2016,6052-15,261,,,,CONTRACT REVIEW,Y
OU,178569,134678,HUMAN SERVICES,GBWH PGH LP DBA NEW HORIZONS C,7/1/2015,6/30/2016,6135.15,261,,,,CONTRACT REVIEW,Y
OU,178540,1648281,HUMAN SERVICES,CREATIVE LIFE SUPPORT,7/1/2015,6/30/2016,6095-15,261,,,,CONTRACT REVIEW,Y
OU,178580,134092,HUMAN SERVICES,MON VALLEY INITIATIVE,7/1/2015,6/30/2016,6115-15,261,,,,CONTRACT REVIEW,Y
OU,178454,99999999,COURT OF COMMON PLEAS,TREASURER OF ALLEG CO,7/1/2015,6/30/2016,6139-15,261,,,,CONTRACT REVIEW,Y
OU,178452,122698,HUMAN SERVICES,ARSENAL FAMILY &,7/1/2015,6/30/2016,6052-15,261,,,,CONTRACT REVIEW,Y
OU,178321,128387,ECONOMIC DEVELOPMENT,GREATER PGH COMMUNITY FOOD BAN,7/1/2015,6/30/2016,6032-15,261,,,,CONTRACT REVIEW,Y
OU,178270,128387,ECONOMIC DEVELOPMENT,GREATER PGH COMMUNITY FOOD BAN,7/1/2015,6/30/2016,6037-15,261,,,,CONTRACT REVIEW,Y
OU,178227,124929,ECONOMIC DEVELOPMENT,COMMUNITY HUMAN SERVICES CORP,7/1/2015,6/30/2016,5964-15,261,,,,CONTRACT REVIEW,Y
OU,178291,126035,ECONOMIC DEVELOPMENT,DOLLAR ENERGY FUND INC,7/1/2015,6/30/2016,6031-15,261,,,,CONTRACT REVIEW,Y
OU,178271,580532,ECONOMIC DEVELOPMENT,HOLY FAMILY INSTITUTE,7/1/2015,6/30/2016,6126-15,261,,,,CONTRACT REVIEW,Y
OU,178275,141225,ECONOMIC DEVELOPMENT,ALLEGHENY VALLEY ASSOC OF CHUR,7/1/2015,6/30/2016,6073-15,261,,,,CONTRACT REVIEW,Y
OJ,178181,1968005,DISTRICT ATTORNEY,PA STATE POLICE,7/1/2015,6/30/2016,5261-15,261,,,,CONTRACT REVIEW,Y
PI,48531,CITY ONLY,PURCHASING,FORMS & SURFACES,7/1/2015,6/30/2017,,261,,,,CONTRACT REVIEW,Y
PI,48535,1530581,PURCHASING,NICHE VISION INC,7/1/2015,6/30/2016,,261,,,,CONTRACT REVIEW,Y
OU,178241,99999999,HUMAN SERVICES,TREASURER OF ALLEG CO,7/1/2015,6/30/2016,6052-15,260,,,,CONTRACT REVIEW,Y
OU,178232,124929,HUMAN SERVICES,COMMUNITY HUMAN SERVICES CORP,7/1/2015,6/30/2016,6078-15,260,,,,CONTRACT REVIEW,Y
OU,178236,142344,HUMAN SERVICES,TOUCHING FAMILIES INC,7/1/2015,6/30/2016,6022-15,260,,,,CONTRACT REVIEW,Y
OU,178224,131103,HUMAN SERVICES,MCCAULEY KATHLEEN DBA MCCAULEY,7/1/2015,6/30/2016,5914-15,260,,,,CONTRACT REVIEW,Y
OU,178267,139262,HUMAN SERVICES,THE PROGRAM FOR OFFENDERS INC,7/1/2015,6/30/2016,6021-15,260,,,,CONTRACT REVIEW,Y
OU,178226,122033,HUMAN SERVICES,ALPHA HOUSE INC,7/1/2015,6/30/2016,5951-15,260,,,,CONTRACT REVIEW,Y
OU,178231,121995,HUMAN SERVICES,ALLIANCE FOR INFANTS AND,7/1/2015,6/30/2016,6022-15,260,,,,CONTRACT REVIEW,Y
OU,178269,125998,HUMAN SERVICES,DIVERSIFIED HEALTH CARE,7/1/2015,6/30/2016,5787-15,260,,,,CONTRACT REVIEW,Y
OU,178277,1569378,HUMAN SERVICES,MID-ATLANTIC YOUTH SERVICES CO,7/1/2015,6/30/2016,6196-15,260,,,,CONTRACT REVIEW,Y
OU,178241,99999999,HUMAN SERVICES,TREASURER OF ALLEG CO,7/1/2015,6/30/2016,6052-15,260,,,,CONTRACT REVIEW,Y
OU,178232,124929,HUMAN SERVICES,COMMUNITY HUMAN SERVICES CORP,7/1/2015,6/30/2016,6078-15,260,,,,CONTRACT REVIEW,Y
OU,178236,142344,HUMAN SERVICES,TOUCHING FAMILIES INC,7/1/2015,6/30/2016,6022-15,260,,,,CONTRACT REVIEW,Y
OU,178224,131103,HUMAN SERVICES,MCCAULEY KATHLEEN DBA MCCAULEY,7/1/2015,6/30/2016,5914-15,260,,,,CONTRACT REVIEW,Y
OU,178254,1719089,HUMAN SERVICES,COMMUNITY CARE CONNECTIONS INC,7/1/2015,6/30/2016,5950-15,260,,,,CONTRACT REVIEW,Y
OU,178251,1341622,HUMAN SERVICES,EARLY INTERVENTION SPECIALISTS,7/1/2015,6/30/2016,5950-15,260,,,,CONTRACT REVIEW,Y
OU,178257,1331642,HUMAN SERVICES,SHEPHERDS HEART FELLOWSHIP,7/1/2015,6/30/2016,6059-15,260,,,,CONTRACT REVIEW,Y
OU,178272,687875,HUMAN SERVICES,ARC HUMAN SERVICES INC,7/1/2015,6/30/2016,6029-15,260,,,,CONTRACT REVIEW,Y
OU,178274,126223,HUMAN SERVICES,DONNELLY-BOLAND AND ASSOC,7/1/2015,6/30/2016,6019-15,260,,,,CONTRACT REVIEW,Y
OU,178243,1600568,HUMAN SERVICES,TRANSDEV SERVICES INC DBA ACCE,7/1/2015,6/30/2016,6021-15,260,,,,CONTRACT REVIEW,Y
OU,178246,121918,HUMAN SERVICES,ALLEGHENY COUNTY BAR FOUNDATIO,7/1/2015,6/30/2016,6078-15,260,,,,CONTRACT REVIEW,Y
OU,178070,135283,HUMAN SERVICES,PLEA,7/1/2015,6/30/2016,6079-15,260,,,,CONTRACT REVIEW,Y
OU,178069,137930,HUMAN SERVICES,SCHENLEY HEIGHTS COMMUNITY DEV,7/1/2015,6/30/2016,6149-15,260,,,,CONTRACT REVIEW,Y
OU,178074,128053,HUMAN SERVICES,GEORGE JUNIOR REPUBLIC,7/1/2015,6/30/2016,6196-15,260,,,,CONTRACT REVIEW,Y
OU,178073,129038,HUMAN SERVICES,HOLY FAMILY INSTITUTE INC,7/1/2015,6/30/2016,6051-15,260,,,,CONTRACT REVIEW,Y
OU,178071,124400,HUMAN SERVICES,CHATHAM UNIVERSITY,7/1/2015,6/30/2016,6021-15,260,,,,CONTRACT REVIEW,Y
OU,178033,566795,HUMAN SERVICES,FAYETTE RESOURCES INC,7/1/2015,6/30/2016,6021-15,260,,,,CONTRACT REVIEW,Y
OU,178178,127885,HUMAN SERVICES,GAISER ADDICTION CENTER,7/1/2015,6/30/2016,5982-15,260,,,,CONTRACT REVIEW,Y
OU,178172,1499990,HUMAN SERVICES,YOUR INDEPENDENT MOBILITY LLC,7/1/2015,6/30/2016,6029-15,260,,,,CONTRACT REVIEW,Y
OU,178174,132436,HUMAN SERVICES,MACEDONIA FAMILY AND,7/1/2015,6/30/2016,6050-15,260,,,,CONTRACT REVIEW,Y
OU,178078,580237,HUMAN SERVICES,THE PITTSBURGH PROJECT,7/1/2015,6/30/2016,6115-15,260,,,,CONTRACT REVIEW,Y
OU,178015,1020325,HUMAN SERVICES,SMITHFIELD UNITED CHURCH,7/1/2015,6/30/2016,6059-15,260,,,,CONTRACT REVIEW,Y
OU,178045,122805,JUVENILE COURT PLACEMENT,AUBERLE HOME,7/1/2015,6/30/2016,6116-15,260,,,,CONTRACT REVIEW,Y
OU,178016,2083273,HUMAN SERVICES,FOURNEIR CHELSEA WENTWORTH,7/1/2015,6/30/2016,,260,,,,CONTRACT REVIEW,Y
OU,178014,99999999,HUMAN SERVICES,TREASURER OF ALLEG CO,7/1/2015,6/30/2016,6030-15,260,,,,CONTRACT REVIEW,Y
OU,178023,2007115,HUMAN SERVICES,CHILDRENS CENTER FOR TREATMENT,7/1/2015,6/30/2016,6029-15,260,,,,CONTRACT REVIEW,Y
OU,178022,138682,HUMAN SERVICES,STEP-BY-STEP INC,7/1/2015,6/30/2016,5951-15,260,,,,CONTRACT REVIEW,Y
OU,178026,122194,HUMAN SERVICES,AMERICAN RED CROSS - HEALTH,7/1/2015,6/30/2016,5998-15,260,,,,CONTRACT REVIEW,Y
OU,178080,1638617,HUMAN SERVICES,ADOPTION CONNECTION PA,7/1/2015,6/30/2016,6115-15,260,,,,CONTRACT REVIEW,Y
OU,177833,141010,JUVENILE COURT PLACEMENT,WOMENS CENTER  SHELTER,7/1/2015,6/30/2016,6052-15,260,,,,CONTRACT REVIEW,Y
OU,178076,1456892,HUMAN SERVICES,LIFELINE SYSTEMS COMPANY,7/1/2015,6/30/2016,5785-15,260,,,,CONTRACT REVIEW,Y
OU,178072,123525,HUMAN SERVICES,BOYS  GIRLS CLUB OF WESTERN P,7/1/2015,6/30/2016,6150-15,260,,,,CONTRACT REVIEW,Y
OU,178061,136265,HUMAN SERVICES,PROFESSIONAL FAMILY CARE,7/1/2015,6/30/2016,6050-15,260,,,,CONTRACT REVIEW,Y
OU,178064,133719,HUMAN SERVICES,METHODIST UNION OF SOCIAL AGEN,7/1/2015,6/30/2016,6116-15,260,,,,CONTRACT REVIEW,Y
OU,178038,960870,HUMAN SERVICES,MEDICAL SUPPLY INC DBA MSI,7/1/2015,6/30/2016,5814-15,260,,,,CONTRACT REVIEW,Y
OU,178048,130196,HUMAN SERVICES,JEWISH RESIDENTIAL SERVICES IN,7/1/2015,6/30/2016,6048-15,260,,,,CONTRACT REVIEW,Y
OU,178017,681325,HUMAN SERVICES,KEYSTONE HUMAN SERVICES NORTH,7/1/2015,6/30/2016,6048-15,260,,,,CONTRACT REVIEW,Y
OU,178011,666199,HUMAN SERVICES,ALLEGHENY HEALTHCHOICES INC,7/1/2015,6/30/2016,5982-15,260,,,,CONTRACT REVIEW,Y
OU,178012,1436170,HUMAN SERVICES,CHAPIN HALL CENTER FOR CHILDRE,7/1/2015,6/30/2016,6136-15,260,,,,CONTRACT REVIEW,Y
OU,178013,839559,HUMAN SERVICES,ONALA RECOVERY CENTER INC,7/1/2015,6/30/2016,5951-15,260,,,,CONTRACT REVIEW,Y
OU,178094,123927,HUMAN SERVICES,CARLOW UNIVERSITY,7/1/2015,6/30/2016,6095-15,260,,,,CONTRACT REVIEW,Y
OU,178031,1684181,HUMAN SERVICES,THERAPEUTIC EARLY INTERVENTION,7/1/2015,6/30/2016,6041-15,260,,,,CONTRACT REVIEW,Y
OU,48426,832130,PARKS,PLAVCHAK CONSTRUCTION CO INC,7/1/2015,12/31/2016,6215-15,260,,,,CONTRACT REVIEW,Y
OU,178106,123549,HUMAN SERVICES,BRADLEY CENTER INC,7/1/2015,6/30/2016,6115-15,259,,,,CONTRACT REVIEW,Y
OU,178109,121919,HUMAN SERVICES,ALLEGHENY COUNTY CASA,7/1/2015,6/30/2016,6050-15,259,,,,CONTRACT REVIEW,Y
OU,178110,124925,HUMAN SERVICES,COMMUNITY EMPOWERMENT ASSOC,7/1/2015,6/30/2016,6149-15,259,,,,CONTRACT REVIEW,Y
OU,178180,128962,HUMAN SERVICES,HIGHLAND HOUSE,7/1/2015,6/30/2016,5951-15,259,,,,CONTRACT REVIEW,Y
OU,178089,136998,HUMAN SERVICES,WARD HOME INC,7/1/2015,6/30/2016,6022-15,259,,,,CONTRACT REVIEW,Y
OU,178053,138392,HUMAN SERVICES,SOJOURNER HOUSE,7/1/2015,6/30/2016,6088-15,259,,,,CONTRACT REVIEW,Y
OU,178086,141016,HUMAN SERVICES,WOODSIDE PLACE OF OAKMONT,7/1/2015,6/30/2016,5914-15,259,,,,CONTRACT REVIEW,Y
OU,178084,124213,HUMAN SERVICES,CENTER FOR FAMILY EXCELLENCE I,7/1/2015,6/30/2016,6117-15,259,,,,CONTRACT REVIEW,Y
PI,48524,2206158,PURCHAISNG,FOSTER F WINELAND INC,7/1/2015,5/31/2016,,260,,,,CONTRACT REVIEW,Y
OU,177721,1163383,HUMAN SERVICES,COMPUTER AID INC,7/1/2015,6/30/2016,6019-15,259,,,,CONTRACT REVIEW,Y
OU,177717,135782,HUMAN SERVICES,PERSONAL TOUCH,7/1/2015,6/30/2016,5839-15,259,,,,CONTRACT REVIEW,Y
OU,177710,732650,HUMAN SERVICES,WEIBLINGERS RESIDENTIAL CARE,7/1/2015,6/30/2016,6022-15,259,,,,CONTRACT REVIEW,Y
OU,177702,140311,HUMAN SERVICES,VINTAGE INC,7/1/2015,6/30/2016,6029-15,259,,,,CONTRACT REVIEW,Y
OU,177687,778927,HUMAN SERVICES,PEER SUPPORT AND ADVOCACY NETW,7/1/2015,6/30/2016,6051-15,259,,,,CONTRACT REVIEW,Y
OU,177807,1609157,HUMAN SERVICES,OZANAM INC,7/1/2015,6/30/2016,6050-15,259,,,,CONTRACT REVIEW,Y
OU,177800,141167,HUMAN SERVICES,VALLEY CARE ASSOCIATION,7/1/2015,6/30/2016,5839-15,259,,,,CONTRACT REVIEW,Y
OU,177797,136204,HUMAN SERVICES,PRESSLEY RIDGE,7/1/2015,6/30/2016,6117-15,259,,,,CONTRACT REVIEW,Y
OU,177794,1552151,HUMAN SERVICES,GREATER VALLEY COMMUNITY SERVI,7/1/2015,6/30/2016,6050-15,259,,,,CONTRACT REVIEW,Y
OU,177791,139758,HUMAN SERVICES,TRANSITIONAL SERVICES,7/1/2015,6/30/2016,6022-15,259,,,,CONTRACT REVIEW,Y
OU,177692,131779,HUMAN SERVICES,KIDSVOICE PENNSYLVANIA INC,7/1/2015,6/30/2016,6050-15,259,,,,CONTRACT REVIEW,Y
OU,177736,2114386,HUMAN SERVICES,MOSAIX SOFTWARE INC,7/1/2015,6/30/2016,6052-15,258,,,,CONTRACT REVIEW,Y
OU,177690,99999999,HUMAN SERVICES,TREASURER OF ALLEG CO,7/1/2015,6/30/2016,6030-15,258,,,,CONTRACT REVIEW,Y
OU,177686,124395,HUMAN SERVICES,CHARTIERS MH/MR CENTER,7/1/2015,6/30/2016,5982-15,258,,,,CONTRACT REVIEW,Y
OU,177591,2083298,NON-DEPT EXPENDITURES,CUTRUZZULA  NALDUCCI,7/1/2015,7/1/2015,6143-15,258,,,,CONTRACT REVIEW,Y
OU,177735,790018,HUMAN SERVICES,MEADOWCROFT  ASSOCIATES INC,7/1/2015,6/30/2016,5914-15,258,,,,CONTRACT REVIEW,Y
OU,177688,121453,HUMAN SERVICES,A SECOND CHANCE INC,7/1/2015,6/30/2016,6116-15,258,,,,CONTRACT REVIEW,Y
OU,177793,1932853,HUMAN SERVICES,MEURER HILARY DBA MUFFINMAN ST,7/1/2015,6/30/2016,6028-15,259,,,,CONTRACT REVIEW,Y
